change_type,plan_id,base_plan_id,host_mno,plan_category,plan_name,field,old_value,new_value,source_url
신규,1692_초이스 더블 유튜브 프리미엄+ Google AI Plus,1692_초이스 더블 유튜브 프리미엄+ Google AI Plus,KT,KT-통합요금제,초이스 더블 유튜브 프리미엄+ Google AI Plus,,,,https://product.kt.com/wDic/productDetail.do?ItemCode=1692
신규,1692_초이스 더블 유튜브 프리미엄+ Google AI Plus_만 34세 이하,1692_초이스 더블 유튜브 프리미엄+ Google AI Plus,KT,KT-통합요금제,초이스 더블 유튜브 프리미엄+ Google AI Plus,,,,https://product.kt.com/wDic/productDetail.do?ItemCode=1692
신규,1692_초이스 더블 유튜브 프리미엄+ Google AI Plus_만 65세 이상,1692_초이스 더블 유튜브 프리미엄+ Google AI Plus,KT,KT-통합요금제,초이스 더블 유튜브 프리미엄+ Google AI Plus,,,,https://product.kt.com/wDic/productDetail.do?ItemCode=1692
신규,1692_초이스 더블 유튜브 프리미엄+ Google AI Plus_만 75세 이상,1692_초이스 더블 유튜브 프리미엄+ Google AI Plus,KT,KT-통합요금제,초이스 더블 유튜브 프리미엄+ Google AI Plus,,,,https://product.kt.com/wDic/productDetail.do?ItemCode=1692
신규,37438,37438,LGU+,moyo,A 5G 스페셜 150GB+,,,,https://www.moyoplan.com/plans/37438
신규,37435,37435,LGU+,moyo,A 스페셜 11GB+,,,,https://www.moyoplan.com/plans/37435
신규,37437,37437,LGU+,moyo,A 5G 스페셜 에센셜,,,,https://www.moyoplan.com/plans/37437
신규,37440,37440,LGU+,moyo,[L] 5G 300분5GB,,,,https://www.moyoplan.com/plans/37440
신규,37436,37436,LGU+,moyo,A 5G 스페셜 슈퍼,,,,https://www.moyoplan.com/plans/37436
신규,37439,37439,LGU+,moyo,실속 100분4.5GB,,,,https://www.moyoplan.com/plans/37439
단종,1692_초이스 더블 유튜브 프리미엄+Google AI Plus,1692_초이스 더블 유튜브 프리미엄+Google AI Plus,KT,KT-통합요금제,초이스 더블 유튜브 프리미엄+Google AI Plus,,,,https://product.kt.com/wDic/productDetail.do?ItemCode=1692
단종,1692_초이스 더블 유튜브 프리미엄+Google AI Plus_만 34세 이하,1692_초이스 더블 유튜브 프리미엄+Google AI Plus,KT,KT-통합요금제,초이스 더블 유튜브 프리미엄+Google AI Plus,,,,https://product.kt.com/wDic/productDetail.do?ItemCode=1692
단종,1692_초이스 더블 유튜브 프리미엄+Google AI Plus_만 65세 이상,1692_초이스 더블 유튜브 프리미엄+Google AI Plus,KT,KT-통합요금제,초이스 더블 유튜브 프리미엄+Google AI Plus,,,,https://product.kt.com/wDic/productDetail.do?ItemCode=1692
단종,1692_초이스 더블 유튜브 프리미엄+Google AI Plus_만 75세 이상,1692_초이스 더블 유튜브 프리미엄+Google AI Plus,KT,KT-통합요금제,초이스 더블 유튜브 프리미엄+Google AI Plus,,,,https://product.kt.com/wDic/productDetail.do?ItemCode=1692
단종,37223,37223,LGU+,moyo,A 5G 스페셜 에센셜,,,,https://www.moyoplan.com/plans/37223
단종,37220,37220,LGU+,moyo,A 스페셜 11GB+,,,,https://www.moyoplan.com/plans/37220
단종,37222,37222,LGU+,moyo,A 5G 스페셜 슈퍼,,,,https://www.moyoplan.com/plans/37222
단종,37355,37355,LGU+,moyo,실속 100분4.5GB,,,,https://www.moyoplan.com/plans/37355
단종,37364,37364,LGU+,moyo,[L] 5G 300분5GB,,,,https://www.moyoplan.com/plans/37364
변경,1567_요고 69,1567_요고 69,KT,KT-온라인전용(요고),요고 69,discounted_fee,69000,,https://product.kt.com/wDic/productDetail.do?ItemCode=1567
변경,1567_요고 61,1567_요고 61,KT,KT-온라인전용(요고),요고 61,discounted_fee,61000,,https://product.kt.com/wDic/productDetail.do?ItemCode=1567
변경,1567_요고 55,1567_요고 55,KT,KT-온라인전용(요고),요고 55,discounted_fee,55000,,https://product.kt.com/wDic/productDetail.do?ItemCode=1567
변경,1567_요고 49,1567_요고 49,KT,KT-온라인전용(요고),요고 49,discounted_fee,49000,,https://product.kt.com/wDic/productDetail.do?ItemCode=1567
변경,1567_요고 46,1567_요고 46,KT,KT-온라인전용(요고),요고 46,discounted_fee,46000,,https://product.kt.com/wDic/productDetail.do?ItemCode=1567
변경,1567_요고 44,1567_요고 44,KT,KT-온라인전용(요고),요고 44,discounted_fee,44000,,https://product.kt.com/wDic/productDetail.do?ItemCode=1567
변경,1567_요고 42,1567_요고 42,KT,KT-온라인전용(요고),요고 42,discounted_fee,42000,,https://product.kt.com/wDic/productDetail.do?ItemCode=1567
변경,1567_요고 40,1567_요고 40,KT,KT-온라인전용(요고),요고 40,discounted_fee,40000,,https://product.kt.com/wDic/productDetail.do?ItemCode=1567
변경,1567_요고 38,1567_요고 38,KT,KT-온라인전용(요고),요고 38,discounted_fee,38000,,https://product.kt.com/wDic/productDetail.do?ItemCode=1567
변경,1567_요고 36,1567_요고 36,KT,KT-온라인전용(요고),요고 36,discounted_fee,36000,,https://product.kt.com/wDic/productDetail.do?ItemCode=1567
변경,1567_요고 34,1567_요고 34,KT,KT-온라인전용(요고),요고 34,discounted_fee,34000,,https://product.kt.com/wDic/productDetail.do?ItemCode=1567
변경,1567_요고 32,1567_요고 32,KT,KT-온라인전용(요고),요고 32,discounted_fee,32000,,https://product.kt.com/wDic/productDetail.do?ItemCode=1567
변경,1567_요고 30,1567_요고 30,KT,KT-온라인전용(요고),요고 30,discounted_fee,30000,,https://product.kt.com/wDic/productDetail.do?ItemCode=1567
변경,NA00009122,NA00009122,SKT,SKT-다이렉트,다이렉트5G 76(유튜브 프리미엄),discounted_fee,76000,,https://www.tworld.co.kr/web/product/callplan/NA00009122
변경,NA00008723,NA00008723,SKT,SKT-다이렉트,다이렉트5G 76(넷플릭스),discounted_fee,76000,,https://www.tworld.co.kr/web/product/callplan/NA00008723
변경,NA00008724,NA00008724,SKT,SKT-다이렉트,다이렉트5G 69(넷플릭스),discounted_fee,69000,,https://www.tworld.co.kr/web/product/callplan/NA00008724
변경,NA00008725,NA00008725,SKT,SKT-다이렉트,다이렉트5G 62(넷플릭스),discounted_fee,62000,,https://www.tworld.co.kr/web/product/callplan/NA00008725
변경,NA00008730,NA00008730,SKT,SKT-다이렉트,0 청년 다이렉트 69(넷플릭스),discounted_fee,69000,,https://www.tworld.co.kr/web/product/callplan/NA00008730
변경,NA00008731,NA00008731,SKT,SKT-다이렉트,0 청년 다이렉트 62(넷플릭스),discounted_fee,62000,,https://www.tworld.co.kr/web/product/callplan/NA00008731
변경,NA00009468,NA00009468,SKT,SKT-다이렉트,다이렉트5G 76(티빙),discounted_fee,76000,,https://www.tworld.co.kr/web/product/callplan/NA00009468
변경,NA00009469,NA00009469,SKT,SKT-다이렉트,다이렉트5G 69(티빙),discounted_fee,69000,,https://www.tworld.co.kr/web/product/callplan/NA00009469
변경,NA00009472,NA00009472,SKT,SKT-다이렉트,0 청년 다이렉트 69(티빙),discounted_fee,69000,,https://www.tworld.co.kr/web/product/callplan/NA00009472
변경,NA00009127,NA00009127,SKT,SKT-다이렉트,다이렉트5G 76(디즈니+),discounted_fee,76000,,https://www.tworld.co.kr/web/product/callplan/NA00009127
변경,NA00009128,NA00009128,SKT,SKT-다이렉트,다이렉트5G 69(디즈니+),discounted_fee,69000,,https://www.tworld.co.kr/web/product/callplan/NA00009128
변경,NA00009131,NA00009131,SKT,SKT-다이렉트,0 청년 다이렉트 69(디즈니+),discounted_fee,69000,,https://www.tworld.co.kr/web/product/callplan/NA00009131
변경,NA00009101,NA00009101,SKT,SKT-다이렉트,다이렉트5G 76(스마트기기),discounted_fee,76000,,https://www.tworld.co.kr/web/product/callplan/NA00009101
변경,NA00008685,NA00008685,SKT,SKT-다이렉트,다이렉트5G 76(T 우주),discounted_fee,76000,,https://www.tworld.co.kr/web/product/callplan/NA00008685
변경,NA00008100,NA00008100,SKT,SKT-다이렉트,다이렉트5G 69(T 우주),discounted_fee,69000,,https://www.tworld.co.kr/web/product/callplan/NA00008100
변경,NA00008104,NA00008104,SKT,SKT-다이렉트,다이렉트5G 62,discounted_fee,62000,,https://www.tworld.co.kr/web/product/callplan/NA00008104
변경,NA00008099,NA00008099,SKT,SKT-다이렉트,다이렉트5G 55,discounted_fee,55000,,https://www.tworld.co.kr/web/product/callplan/NA00008099
변경,NA00008098,NA00008098,SKT,SKT-다이렉트,다이렉트5G 48,discounted_fee,48000,,https://www.tworld.co.kr/web/product/callplan/NA00008098
변경,NA00007625,NA00007625,SKT,SKT-다이렉트,다이렉트5G 42,discounted_fee,42000,,https://www.tworld.co.kr/web/product/callplan/NA00007625
변경,NA00007164,NA00007164,SKT,SKT-다이렉트,다이렉트5G 38,discounted_fee,38000,,https://www.tworld.co.kr/web/product/callplan/NA00007164
변경,NA00007626,NA00007626,SKT,SKT-다이렉트,다이렉트5G 34,discounted_fee,34000,,https://www.tworld.co.kr/web/product/callplan/NA00007626
변경,NA00008684,NA00008684,SKT,SKT-다이렉트,다이렉트5G 31,discounted_fee,31000,,https://www.tworld.co.kr/web/product/callplan/NA00008684
변경,NA00008683,NA00008683,SKT,SKT-다이렉트,다이렉트5G 27,discounted_fee,27000,,https://www.tworld.co.kr/web/product/callplan/NA00008683
변경,NA00008154,NA00008154,SKT,SKT-다이렉트,0 청년 다이렉트 69(T 우주),discounted_fee,69000,,https://www.tworld.co.kr/web/product/callplan/NA00008154
변경,NA00008155,NA00008155,SKT,SKT-다이렉트,0 청년 다이렉트 62,discounted_fee,62000,,https://www.tworld.co.kr/web/product/callplan/NA00008155
변경,NA00008156,NA00008156,SKT,SKT-다이렉트,0 청년 다이렉트 55,discounted_fee,55000,,https://www.tworld.co.kr/web/product/callplan/NA00008156
변경,NA00008157,NA00008157,SKT,SKT-다이렉트,0 청년 다이렉트 48,discounted_fee,48000,,https://www.tworld.co.kr/web/product/callplan/NA00008157
변경,NA00008158,NA00008158,SKT,SKT-다이렉트,0 청년 다이렉트 42,discounted_fee,42000,,https://www.tworld.co.kr/web/product/callplan/NA00008158
변경,NA00008160,NA00008160,SKT,SKT-다이렉트,0 청년 다이렉트 34,discounted_fee,34000,,https://www.tworld.co.kr/web/product/callplan/NA00008160
변경,NA00008285,NA00008285,SKT,SKT-다이렉트,0 청년 다이렉트 30,discounted_fee,30000,,https://www.tworld.co.kr/web/product/callplan/NA00008285
변경,NA00007166,NA00007166,SKT,SKT-다이렉트,다이렉트LTE 22,discounted_fee,22000,,https://www.tworld.co.kr/web/product/callplan/NA00007166
변경,LPZ0000596,LPZ0000596,LGU+,LGU+-온라인가입전용(너겟),LTE 다이렉트 22,discounted_fee,22000,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/LPZ0000596
변경,LPZ1004890,LPZ1004890,LGU+,LGU+-온라인가입전용(너겟),너겟46,discounted_fee,46000,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/LPZ1004890
변경,LPZ1004893,LPZ1004893,LGU+,LGU+-온라인가입전용(너겟),너겟43,discounted_fee,43000,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/LPZ1004893
변경,LPZ1004897,LPZ1004897,LGU+,LGU+-온라인가입전용(너겟),너겟39,discounted_fee,39000,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/LPZ1004897
변경,LPZ1004900,LPZ1004900,LGU+,LGU+-온라인가입전용(너겟),너겟36,discounted_fee,36000,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/LPZ1004900
변경,LPZ1004903,LPZ1004903,LGU+,LGU+-온라인가입전용(너겟),너겟33,discounted_fee,33000,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/LPZ1004903
변경,LPZ1004907,LPZ1004907,LGU+,LGU+-온라인가입전용(너겟),너겟26,discounted_fee,26000,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/LPZ1004907
변경,LPZ1007509,LPZ1007509,LGU+,LGU+-온라인가입전용(너겟),너겟49,discounted_fee,49000,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/LPZ1007509
변경,Z202500388_디즈니+&티빙,Z202500388,LGU+,LGU+-온라인가입전용(너겟),너겟65 (디즈니+ & 티빙),discounted_fee,65000,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
변경,Z202500388_데일리,Z202500388,LGU+,LGU+-온라인가입전용(너겟),너겟65 (데일리),discounted_fee,65000,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
변경,Z202500388_AI구독,Z202500388,LGU+,LGU+-온라인가입전용(너겟),너겟65 (AI 구독),discounted_fee,65000,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
변경,Z202500388_구글원,Z202500388,LGU+,LGU+-온라인가입전용(너겟),너겟65 (구글 원),discounted_fee,65000,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
변경,Z202500388_올인원,Z202500388,LGU+,LGU+-온라인가입전용(너겟),너겟65 (올인원),discounted_fee,65000,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
변경,Z202500388_소호,Z202500388,LGU+,LGU+-온라인가입전용(너겟),너겟65 (소호),discounted_fee,65000,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
변경,Z202500388_넷플릭스,Z202500388,LGU+,LGU+-온라인가입전용(너겟),너겟65 (넷플릭스),discounted_fee,65000,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
변경,Z202500388_이마트24,Z202500388,LGU+,LGU+-온라인가입전용(너겟),너겟65 (이마트24),discounted_fee,65000,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
변경,Z202500388_삼성디바이스,Z202500388,LGU+,LGU+-온라인가입전용(너겟),너겟65 (삼성디바이스),discounted_fee,65000,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
변경,Z202500388_애플디바이스,Z202500388,LGU+,LGU+-온라인가입전용(너겟),너겟65 (애플디바이스),discounted_fee,65000,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
변경,Z202500388_액션캠,Z202500388,LGU+,LGU+-온라인가입전용(너겟),너겟65 (액션캠),discounted_fee,65000,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
변경,Z202500388_마니아디바이스,Z202500388,LGU+,LGU+-온라인가입전용(너겟),너겟65 (마니아디바이스),discounted_fee,65000,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
변경,Z202502881_데일리,Z202502881,LGU+,LGU+-온라인가입전용(너겟),너겟59 (데일리),discounted_fee,59000,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202502881
변경,Z202502881_AI구독,Z202502881,LGU+,LGU+-온라인가입전용(너겟),너겟59 (AI 구독),discounted_fee,59000,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202502881
