change_type,plan_id,base_plan_id,host_mno,plan_category,plan_name,field,old_value,new_value,source_url
신규,1681_초이스130_유튜브프리미엄,1681_초이스130,KT,KT-통합요금제,초이스130 (유튜브 프리미엄),,,,https://product.kt.com/wDic/productDetail.do?ItemCode=1681
신규,1681_초이스110_유튜브프리미엄,1681_초이스110,KT,KT-통합요금제,초이스110 (유튜브 프리미엄),,,,https://product.kt.com/wDic/productDetail.do?ItemCode=1681
신규,1681_초이스90_유튜브프리미엄,1681_초이스90,KT,KT-통합요금제,초이스90 (유튜브 프리미엄),,,,https://product.kt.com/wDic/productDetail.do?ItemCode=1681
신규,1681_초이스130_만 34세 이하_유튜브프리미엄,1681_초이스130,KT,KT-통합요금제,초이스130 (유튜브 프리미엄),,,,https://product.kt.com/wDic/productDetail.do?ItemCode=1681
신규,1681_초이스110_만 34세 이하_유튜브프리미엄,1681_초이스110,KT,KT-통합요금제,초이스110 (유튜브 프리미엄),,,,https://product.kt.com/wDic/productDetail.do?ItemCode=1681
신규,1681_초이스90_만 34세 이하_유튜브프리미엄,1681_초이스90,KT,KT-통합요금제,초이스90 (유튜브 프리미엄),,,,https://product.kt.com/wDic/productDetail.do?ItemCode=1681
신규,1681_초이스130_만 18세 이하_유튜브프리미엄,1681_초이스130,KT,KT-통합요금제,초이스130 (유튜브 프리미엄),,,,https://product.kt.com/wDic/productDetail.do?ItemCode=1681
신규,1681_초이스110_만 18세 이하_유튜브프리미엄,1681_초이스110,KT,KT-통합요금제,초이스110 (유튜브 프리미엄),,,,https://product.kt.com/wDic/productDetail.do?ItemCode=1681
신규,1681_초이스90_만 18세 이하_유튜브프리미엄,1681_초이스90,KT,KT-통합요금제,초이스90 (유튜브 프리미엄),,,,https://product.kt.com/wDic/productDetail.do?ItemCode=1681
신규,1681_초이스130_만 65세 이상_유튜브프리미엄,1681_초이스130,KT,KT-통합요금제,초이스130 (유튜브 프리미엄),,,,https://product.kt.com/wDic/productDetail.do?ItemCode=1681
신규,1681_초이스110_만 65세 이상_유튜브프리미엄,1681_초이스110,KT,KT-통합요금제,초이스110 (유튜브 프리미엄),,,,https://product.kt.com/wDic/productDetail.do?ItemCode=1681
신규,1681_초이스90_만 65세 이상_유튜브프리미엄,1681_초이스90,KT,KT-통합요금제,초이스90 (유튜브 프리미엄),,,,https://product.kt.com/wDic/productDetail.do?ItemCode=1681
신규,1681_초이스130_만 75세 이상_유튜브프리미엄,1681_초이스130,KT,KT-통합요금제,초이스130 (유튜브 프리미엄),,,,https://product.kt.com/wDic/productDetail.do?ItemCode=1681
신규,1681_초이스110_만 75세 이상_유튜브프리미엄,1681_초이스110,KT,KT-통합요금제,초이스110 (유튜브 프리미엄),,,,https://product.kt.com/wDic/productDetail.do?ItemCode=1681
신규,1681_초이스90_만 75세 이상_유튜브프리미엄,1681_초이스90,KT,KT-통합요금제,초이스90 (유튜브 프리미엄),,,,https://product.kt.com/wDic/productDetail.do?ItemCode=1681
신규,NA00009801_YouTubePremium,NA00009801,SKT,SKT-베스트,베스트 109(유튜브 프리미엄) (YouTube Premium),,,,https://www.tworld.co.kr/web/product/callplan/NA00009801
신규,NA00009801_YouTubePremiumLite&배달의민족,NA00009801,SKT,SKT-베스트,베스트 109(유튜브 프리미엄) (YouTube Premium Lite & 배달의민족),,,,https://www.tworld.co.kr/web/product/callplan/NA00009801
신규,NA00009801_만 34세 이하_YouTubePremium,NA00009801,SKT,SKT-베스트,베스트 109(유튜브 프리미엄) (YouTube Premium),,,,https://www.tworld.co.kr/web/product/callplan/NA00009801
신규,NA00009801_만 34세 이하_YouTubePremiumLite&배달의민족,NA00009801,SKT,SKT-베스트,베스트 109(유튜브 프리미엄) (YouTube Premium Lite & 배달의민족),,,,https://www.tworld.co.kr/web/product/callplan/NA00009801
신규,Z202500388_디즈니+&티빙,Z202500388,LGU+,LGU+-온라인가입전용(너겟),너겟65 (디즈니+ & 티빙),,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
신규,Z202500388_AI구독,Z202500388,LGU+,LGU+-온라인가입전용(너겟),너겟65 (AI 구독),,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
신규,Z202500388_구글원,Z202500388,LGU+,LGU+-온라인가입전용(너겟),너겟65 (구글 원),,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
신규,Z202502881_AI구독,Z202502881,LGU+,LGU+-온라인가입전용(너겟),너겟59 (AI 구독),,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202502881
신규,Z202502881_구글원,Z202502881,LGU+,LGU+-온라인가입전용(너겟),너겟59 (구글 원),,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202502881
신규,Z202505200_디즈니+&티빙,Z202505200,LGU+,LGU+-온라인가입전용(너겟),너겟69 (디즈니+ & 티빙),,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202505200
신규,Z202505200_AI구독,Z202505200,LGU+,LGU+-온라인가입전용(너겟),너겟69 (AI 구독),,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202505200
신규,Z202505200_구글원,Z202505200,LGU+,LGU+-온라인가입전용(너겟),너겟69 (구글 원),,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202505200
신규,Z202607508_교보문고sam,Z202607508,LGU+,LGU+-온라인가입전용(너겟),너겟75 (교보문고 sam),,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202607508
신규,Z202607508_밀리의서재,Z202607508,LGU+,LGU+-온라인가입전용(너겟),너겟75 (밀리의 서재),,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202607508
신규,LPZ1006509_교보문고sam,LPZ1006509,LGU+,LGU+-통합,플러스플랜95 (교보문고 sam),,,,https://www.lguplus.com/mobile/plan/mplan/5g-all/5g-unlimited/LPZ1006509
