plan_id,host_mno,plan_name,benefit_category,benefit_name,benefit_service,benefit_tier,benefit_value_won,user_pay_won,is_selectable,select_group,benefit_detail,source_url
LPZ1007439,LGU+,데이터플랜80GB(Global),기타,국제전화 최대 90분 무료,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/5g-all/5g-foreigner/LPZ1007439
LPZ1007440,LGU+,데이터플랜31GB(Global),기타,국제전화 최대 90분 무료,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/5g-all/5g-foreigner/LPZ1007440
LPZ1007441,LGU+,데이터플랜14GB(Global),기타,국제전화 최대 90분 무료,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/5g-all/5g-foreigner/LPZ1007441
LPZ1007442,LGU+,데이터플랜9GB(Global),기타,국제전화 최대 90분 무료,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/5g-all/5g-foreigner/LPZ1007442
LPZ1007443,LGU+,데이터플랜5GB(Global),기타,국제전화 최대 90분 무료,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/5g-all/5g-foreigner/LPZ1007443
LPZ1007630,LGU+,데이터플랜150GB(Uth+60GB),멤버십,VIP 등급,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/5g-all/5g-foreigner/LPZ1007630
LPZ1007630,LGU+,데이터플랜150GB(Uth+60GB),추가데이터,"국제전화, 데이터 추가 제공",,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/5g-all/5g-foreigner/LPZ1007630
LPZ1007631,LGU+,데이터플랜80GB(Uth+30GB),추가데이터,"국제전화, 데이터 추가 제공",,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/5g-all/5g-foreigner/LPZ1007631
LPZ1007632,LGU+,데이터플랜31GB(Uth+10GB),추가데이터,"국제전화, 데이터 추가 제공",,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/5g-all/5g-foreigner/LPZ1007632
LPZ1007633,LGU+,데이터플랜14GB(Uth+12GB),추가데이터,"국제전화, 데이터 추가 제공",,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/5g-all/5g-foreigner/LPZ1007633
LPZ1007634,LGU+,데이터플랜9GB(Uth+6GB),추가데이터,"국제전화, 데이터 추가 제공",,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/5g-all/5g-foreigner/LPZ1007634
LPZ1007635,LGU+,데이터플랜5GB(Uth+4GB),추가데이터,"국제전화, 데이터 추가 제공",,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/5g-all/5g-foreigner/LPZ1007635
LPZ1006521,LGU+,데이터플랜1.5GB(복지+1GB),추가데이터,데이터 추가 제공,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/5g-all/5g-welfare/LPZ1006521
LPZ1006941,LGU+,데이터플랜150GB(복지),멤버십,VIP 등급,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/5g-all/5g-welfare/LPZ1006941
LPZ1006941,LGU+,데이터플랜150GB(복지),기타,부가통화 추가 제공,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/5g-all/5g-welfare/LPZ1006941
LPZ1006959,LGU+,데이터플랜5GB(복지+1GB),추가데이터,데이터 추가 제공,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/5g-all/5g-welfare/LPZ1006959
LPZ1007664,LGU+,데이터플랜125GB(복지),기타,부가통화 추가 제공,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/5g-all/5g-welfare/LPZ1007664
LPZ1007665,LGU+,데이터플랜95GB(복지),기타,부가통화 추가 제공,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/5g-all/5g-welfare/LPZ1007665
LPZ1007666,LGU+,데이터플랜80GB(복지),기타,부가통화 추가 제공,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/5g-all/5g-welfare/LPZ1007666
LPZ1007667,LGU+,데이터플랜50GB(복지),기타,부가통화 추가 제공,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/5g-all/5g-welfare/LPZ1007667
LPZ1007668,LGU+,데이터플랜31GB(복지),기타,부가통화 추가 제공,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/5g-all/5g-welfare/LPZ1007668
LPZ1007669,LGU+,데이터플랜24GB(복지),기타,부가통화 추가 제공,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/5g-all/5g-welfare/LPZ1007669
LPZ1007670,LGU+,데이터플랜750MB(복지+0.5GB),추가데이터,데이터 추가 제공,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/5g-all/5g-welfare/LPZ1007670
LPZ1007671,LGU+,데이터플랜300MB(복지+0.7GB),추가데이터,데이터 추가 제공,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/5g-all/5g-welfare/LPZ1007671
LPZ1007680,LGU+,데이터플랜14GB(복지),기타,부가통화 추가 제공,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/5g-all/5g-welfare/LPZ1007680
LPZ1007712,LGU+,데이터플랜9GB(복지+1GB),추가데이터,데이터 추가 제공,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/5g-all/5g-welfare/LPZ1007712
Z202500388_디즈니+ & 티빙,LGU+,너겟65 (디즈니+ & 티빙),OTT/구독,디즈니+ & 티빙,디즈니+,,19400,0,True,프리미엄플러스(택1),"정가 19,400원 중 월 0원 부담",https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_디즈니+ & 티빙,LGU+,너겟65 (디즈니+ & 티빙),멤버십,24개월간 VIP 등급,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_디즈니+ & 티빙,LGU+,너겟65 (디즈니+ & 티빙),스마트기기,"1대 월정액 할인 (최대 11,000원)",,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_디즈니+ & 티빙,LGU+,너겟65 (디즈니+ & 티빙),추가데이터,테더링+쉐어링 80GB,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_데일리,LGU+,너겟65 (데일리),OTT/구독,데일리,데일리플러스,,0,0,True,프리미엄플러스(택1),정가 0원 중 월 0원 부담,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_데일리,LGU+,너겟65 (데일리),멤버십,24개월간 VIP 등급,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_데일리,LGU+,너겟65 (데일리),스마트기기,"1대 월정액 할인 (최대 11,000원)",,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_데일리,LGU+,너겟65 (데일리),추가데이터,테더링+쉐어링 80GB,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_AI 구독,LGU+,너겟65 (AI 구독),OTT/구독,AI 구독,Google AI,,52900,0,True,프리미엄플러스(택1),"정가 52,900원 중 월 0원 부담",https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_AI 구독,LGU+,너겟65 (AI 구독),멤버십,24개월간 VIP 등급,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_AI 구독,LGU+,너겟65 (AI 구독),스마트기기,"1대 월정액 할인 (최대 11,000원)",,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_AI 구독,LGU+,너겟65 (AI 구독),추가데이터,테더링+쉐어링 80GB,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_구글 원,LGU+,너겟65 (구글 원),OTT/구독,구글 원,구글 원,,29000,0,True,프리미엄플러스(택1),"정가 29,000원 중 월 0원 부담",https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_구글 원,LGU+,너겟65 (구글 원),멤버십,24개월간 VIP 등급,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_구글 원,LGU+,너겟65 (구글 원),스마트기기,"1대 월정액 할인 (최대 11,000원)",,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_구글 원,LGU+,너겟65 (구글 원),추가데이터,테더링+쉐어링 80GB,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_올인원,LGU+,너겟65 (올인원),기타,올인원,,,26400,0,True,프리미엄플러스(택1),"정가 26,400원 중 월 0원 부담",https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_올인원,LGU+,너겟65 (올인원),멤버십,24개월간 VIP 등급,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_올인원,LGU+,너겟65 (올인원),스마트기기,"1대 월정액 할인 (최대 11,000원)",,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_올인원,LGU+,너겟65 (올인원),추가데이터,테더링+쉐어링 80GB,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_소호,LGU+,너겟65 (소호),기타,소호,,,24200,0,True,프리미엄플러스(택1),"정가 24,200원 중 월 0원 부담",https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_소호,LGU+,너겟65 (소호),멤버십,24개월간 VIP 등급,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_소호,LGU+,너겟65 (소호),스마트기기,"1대 월정액 할인 (최대 11,000원)",,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_소호,LGU+,너겟65 (소호),추가데이터,테더링+쉐어링 80GB,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_넷플릭스,LGU+,너겟65 (넷플릭스),OTT/구독,넷플릭스,넷플릭스,,17000,3500,True,프리미엄플러스(택1),"정가 17,000원 중 월 3,500원 부담",https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_넷플릭스,LGU+,너겟65 (넷플릭스),멤버십,24개월간 VIP 등급,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_넷플릭스,LGU+,너겟65 (넷플릭스),스마트기기,"1대 월정액 할인 (최대 11,000원)",,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_넷플릭스,LGU+,너겟65 (넷플릭스),추가데이터,테더링+쉐어링 80GB,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_이마트24,LGU+,너겟65 (이마트24),기타,이마트24,,,36000,0,True,프리미엄플러스(택1),"정가 36,000원 중 월 0원 부담",https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_이마트24,LGU+,너겟65 (이마트24),멤버십,24개월간 VIP 등급,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_이마트24,LGU+,너겟65 (이마트24),스마트기기,"1대 월정액 할인 (최대 11,000원)",,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_이마트24,LGU+,너겟65 (이마트24),추가데이터,테더링+쉐어링 80GB,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_삼성디바이스,LGU+,너겟65 (삼성디바이스),스마트기기,삼성디바이스,삼성 디바이스,,14580,0,True,프리미엄플러스(택1),"정가 14,580원 중 월 0원 부담",https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_삼성디바이스,LGU+,너겟65 (삼성디바이스),멤버십,24개월간 VIP 등급,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_삼성디바이스,LGU+,너겟65 (삼성디바이스),스마트기기,"1대 월정액 할인 (최대 11,000원)",,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_삼성디바이스,LGU+,너겟65 (삼성디바이스),추가데이터,테더링+쉐어링 80GB,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_애플디바이스,LGU+,너겟65 (애플디바이스),스마트기기,애플디바이스,애플 디바이스,,14360,0,True,프리미엄플러스(택1),"정가 14,360원 중 월 0원 부담",https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_애플디바이스,LGU+,너겟65 (애플디바이스),멤버십,24개월간 VIP 등급,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_애플디바이스,LGU+,너겟65 (애플디바이스),스마트기기,"1대 월정액 할인 (최대 11,000원)",,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_애플디바이스,LGU+,너겟65 (애플디바이스),추가데이터,테더링+쉐어링 80GB,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_액션캠,LGU+,너겟65 (액션캠),스마트기기,액션캠,,,18700,0,True,프리미엄플러스(택1),"정가 18,700원 중 월 0원 부담",https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_액션캠,LGU+,너겟65 (액션캠),멤버십,24개월간 VIP 등급,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_액션캠,LGU+,너겟65 (액션캠),스마트기기,"1대 월정액 할인 (최대 11,000원)",,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_액션캠,LGU+,너겟65 (액션캠),추가데이터,테더링+쉐어링 80GB,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_마니아디바이스,LGU+,너겟65 (마니아디바이스),스마트기기,마니아디바이스,,,22040,0,True,프리미엄플러스(택1),"정가 22,040원 중 월 0원 부담",https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_마니아디바이스,LGU+,너겟65 (마니아디바이스),멤버십,24개월간 VIP 등급,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_마니아디바이스,LGU+,너겟65 (마니아디바이스),스마트기기,"1대 월정액 할인 (최대 11,000원)",,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202500388_마니아디바이스,LGU+,너겟65 (마니아디바이스),추가데이터,테더링+쉐어링 80GB,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202500388
Z202502881_데일리,LGU+,너겟59 (데일리),OTT/구독,데일리,데일리플러스,,0,0,True,프리미엄플러스(택1),정가 0원 중 월 0원 부담,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202502881
Z202502881_데일리,LGU+,너겟59 (데일리),멤버십,24개월간 VIP 등급,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202502881
Z202502881_데일리,LGU+,너겟59 (데일리),추가데이터,테더링+쉐어링 70GB,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202502881
Z202502881_AI 구독,LGU+,너겟59 (AI 구독),OTT/구독,AI 구독,Google AI,,23900,0,True,프리미엄플러스(택1),"정가 23,900원 중 월 0원 부담",https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202502881
Z202502881_AI 구독,LGU+,너겟59 (AI 구독),멤버십,24개월간 VIP 등급,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202502881
Z202502881_AI 구독,LGU+,너겟59 (AI 구독),추가데이터,테더링+쉐어링 70GB,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202502881
Z202502881_구글 원,LGU+,너겟59 (구글 원),OTT/구독,구글 원,구글 원,,29000,10000,True,프리미엄플러스(택1),"정가 29,000원 중 월 10,000원 부담",https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202502881
Z202502881_구글 원,LGU+,너겟59 (구글 원),멤버십,24개월간 VIP 등급,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202502881
Z202502881_구글 원,LGU+,너겟59 (구글 원),추가데이터,테더링+쉐어링 70GB,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202502881
Z202502881_올인원,LGU+,너겟59 (올인원),기타,올인원,,,19800,0,True,프리미엄플러스(택1),"정가 19,800원 중 월 0원 부담",https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202502881
Z202502881_올인원,LGU+,너겟59 (올인원),멤버십,24개월간 VIP 등급,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202502881
Z202502881_올인원,LGU+,너겟59 (올인원),추가데이터,테더링+쉐어링 70GB,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202502881
Z202502881_소호,LGU+,너겟59 (소호),기타,소호,,,18700,0,True,프리미엄플러스(택1),"정가 18,700원 중 월 0원 부담",https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202502881
Z202502881_소호,LGU+,너겟59 (소호),멤버십,24개월간 VIP 등급,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202502881
Z202502881_소호,LGU+,너겟59 (소호),추가데이터,테더링+쉐어링 70GB,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202502881
Z202502881_넷플릭스,LGU+,너겟59 (넷플릭스),OTT/구독,넷플릭스,넷플릭스,,17000,10000,True,프리미엄플러스(택1),"정가 17,000원 중 월 10,000원 부담",https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202502881
Z202502881_넷플릭스,LGU+,너겟59 (넷플릭스),멤버십,24개월간 VIP 등급,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202502881
Z202502881_넷플릭스,LGU+,너겟59 (넷플릭스),추가데이터,테더링+쉐어링 70GB,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202502881
Z202502881_삼성디바이스,LGU+,너겟59 (삼성디바이스),스마트기기,삼성디바이스,삼성 디바이스,,9080,0,True,프리미엄플러스(택1),"정가 9,080원 중 월 0원 부담",https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202502881
Z202502881_삼성디바이스,LGU+,너겟59 (삼성디바이스),멤버십,24개월간 VIP 등급,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202502881
Z202502881_삼성디바이스,LGU+,너겟59 (삼성디바이스),추가데이터,테더링+쉐어링 70GB,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202502881
Z202502881_애플디바이스,LGU+,너겟59 (애플디바이스),스마트기기,애플디바이스,애플 디바이스,,7750,0,True,프리미엄플러스(택1),"정가 7,750원 중 월 0원 부담",https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202502881
Z202502881_애플디바이스,LGU+,너겟59 (애플디바이스),멤버십,24개월간 VIP 등급,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202502881
Z202502881_애플디바이스,LGU+,너겟59 (애플디바이스),추가데이터,테더링+쉐어링 70GB,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202502881
Z202502881_마니아디바이스,LGU+,너겟59 (마니아디바이스),스마트기기,마니아디바이스,,,16400,0,True,프리미엄플러스(택1),"정가 16,400원 중 월 0원 부담",https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202502881
Z202502881_마니아디바이스,LGU+,너겟59 (마니아디바이스),멤버십,24개월간 VIP 등급,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202502881
Z202502881_마니아디바이스,LGU+,너겟59 (마니아디바이스),추가데이터,테더링+쉐어링 70GB,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202502881
Z202505200_디즈니+ & 티빙,LGU+,너겟69 (디즈니+ & 티빙),OTT/구독,디즈니+ & 티빙,디즈니+,,19400,0,True,프리미엄플러스(택1),"정가 19,400원 중 월 0원 부담",https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202505200
Z202505200_디즈니+ & 티빙,LGU+,너겟69 (디즈니+ & 티빙),멤버십,24개월간 VIP 등급,,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202505200
Z202505200_디즈니+ & 티빙,LGU+,너겟69 (디즈니+ & 티빙),스마트기기,"2대 월정액 할인 (최대 22,000원)",,,,,False,,,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202505200
Z202505200_디즈니+ & 티빙,LGU+,너겟69 (디즈니+ & 티빙),OTT/구독,구글원,구글 원,,,,True,데일리플러스(택1),,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202505200
Z202505200_디즈니+ & 티빙,LGU+,너겟69 (디즈니+ & 티빙),기타,모아진,,,,,True,데일리플러스(택1),,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202505200
Z202505200_디즈니+ & 티빙,LGU+,너겟69 (디즈니+ & 티빙),기타,교보문고 sam,,,,,True,데일리플러스(택1),,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202505200
Z202505200_디즈니+ & 티빙,LGU+,너겟69 (디즈니+ & 티빙),OTT/구독,지니뮤직,지니뮤직,,,,True,데일리플러스(택1),,https://www.lguplus.com/mobile/plan/mplan/direct/nerget/Z202505200
